price,year,manufacturer,model,odometer,type,paint_color,state,lat,long
14995,2006,ram,2500 slt,250880,pickup,black,il,41.572305,-88.113993
3995,2006,dodge,charger rt,178178,sedan,grey,il,41.572305,-88.113993
5995,2006,cadillac,dts luxury i,115789,sedan,red,il,41.572305,-88.113993
5999,2004,cadillac,deville,64720,sedan,grey,il,41.928026,-87.958979
3200,2007,ford,edge,1,SUV,,il,41.622595,-87.633814
4200,2001,toyota,tacoma prerunner,188334,truck,brown,il,42.426316,-87.878402
6995,2002,lexus,ls 430,128097,sedan,white,il,42.040729,-87.752954
16999,2010,chevrolet,express cutaway 3500,167740,bus,blue,il,42.3542,-87.8651
36990,2016,nissan,370z nismo tech coupe 2d,13286,coupe,white,il,42.01,-87.84
35590,2018,gmc,sierra 1500 double cab sle,19458,pickup,black,in,41.07,-85.13
23990,2020,volkswagen,jetta 1.4t sel,9763,sedan,black,in,41.07,-85.13
24800,2016,chevrolet,silverado 1500,105900,,white,in,42.9468,-83.817
35995,2012,ford,super duty f-350 drw,55321,truck,white,in,41.60201,-83.786937
4900,2009,ford,focus ses,131630,sedan,red,in,41.229,-85.3244
3981,2009,chevrolet,malibu lt,191650,sedan,white,in,41.237979,-85.82593
4981,2011,dodge,avenger lux,149675,sedan,red,in,41.237979,-85.82593
4981,2009,toyota,corolla,149242,sedan,silver,in,41.237979,-85.82593
5000,1983,buick,lesabre,100000,,,in,41.0508,-85.256
4000,2002,ford,explorer limited,244000,SUV,white,in,41.0052,-85.1527
6981,2012,ford,edge sel,215116,SUV,black,in,41.237979,-85.82593
4981,2010,ford,escape xlt,132337,SUV,white,in,41.237979,-85.82593
21990,2017,infiniti,qx50 sport utility 4d,27629,hatchback,blue,in,41.07,-85.13
9995,2013,chevrolet,equinox,115578,SUV,blue,in,41.1468,-85.2067
3981,2013,ford,focus se,175888,sedan,grey,in,41.237979,-85.82593
30990,2017,rover,range evoque se,18342,SUV,red,in,41.07,-85.13
35590,2020,lincoln,corsair sport utility 4d,1454,other,,in,41.07,-85.13
41590,2017,bmw,x6 xdrive35i sport utility,23253,SUV,black,in,41.07,-85.13
32590,2013,lexus,ls 460 l sedan 4d,60271,sedan,,in,41.07,-85.13
20590,2015,volkswagen,eos komfort,43470,convertible,black,in,41.07,-85.13
21950,2018,ford,f-150,106945,pickup,white,ia,32.73603,-97.133644
7999,2012,volkswagen,cc,102000,sedan,black,ia,42.484503,-92.324974
6999,2010,volkswagen,gti,97000,coupe,red,ia,42.484503,-92.324974
0,2020,chevrolet,silverado 2500hd lt,33826,pickup,white,ia,41.388255,-93.55652
2395,1997,mercury,cougar xr7,149000,coupe,red,ia,42.0405,-92.9127
4500,2009,audi,a4,149000,sedan,black,ia,42.484503,-92.324974
5500,2006,audi,a4,106000,sedan,silver,ia,42.484503,-92.324974
19995,2020,buick,encore,1542,SUV,blue,ia,41.614356,-93.600567
14995,2014,chrysler,300,68803,sedan,red,ia,41.614356,-93.600567
3995,1990,buick,reatta,97066,coupe,custom,ia,41.614356,-93.600567
9850,2004,chevrolet,monte carlo,106749,coupe,black,ia,41.614356,-93.600567
9850,2008,nissan,frontier,161347,truck,silver,ia,41.614356,-93.600567
15995,2012,chevrolet,colorado,121407,truck,orange,ia,41.614356,-93.600567
15995,2005,jeep,wrangler,130895,SUV,orange,ia,41.614356,-93.600567
9850,2002,chevrolet,s10 pickup,51608,truck,red,ia,41.614356,-93.600567
15995,2006,jeep,wrangler,90098,SUV,custom,ia,41.614356,-93.600567
8888,1989,cadillac,allante,88450,convertible,red,ia,41.614356,-93.600567
14995,2009,ram,1500,133042,truck,black,ia,41.614356,-93.600567
9850,2010,ford,explorer,105114,SUV,grey,ia,41.614356,-93.600567
7888,2002,dodge,dakota,123250,truck,white,ia,41.614356,-93.600567
9850,2014,chevrolet,cruze,60965,sedan,blue,ia,41.614356,-93.600567
7888,1998,chevrolet,camaro,130202,convertible,black,ia,41.614356,-93.600567
10995,1997,mercedes-benz,sl-class,79351,convertible,blue,ia,41.614356,-93.600567
15950,2013,ford,f-350 super duty,162415,pickup,white,ia,32.73603,-97.133644
14988,2018,chevrolet,trax,51300,,,ks,35.199,-97.4841
13500,2013,gmc,yukon denali,201926,SUV,white,ks,37.640354,-97.351877
16000,2008,ford,f-350 sd,203045,truck,white,ks,37.640354,-97.351877
22800,2010,ford,f-250 sd,148148,truck,black,ks,37.640354,-97.351877
4800,2008,mercury,mariner,191441,SUV,grey,ks,37.640354,-97.351877
62988,2019,chevrolet,silverado,1118,,,ks,35.199,-97.4841
24950,2019,toyota,tacoma,36610,pickup,white,ks,32.73603,-97.133644
21950,2018,ford,f-150,106945,pickup,white,ks,32.73603,-97.133644
4000,1994,buick,roadmaster limited,150000,sedan,grey,ks,37.669,-97.2802
54988,2018,gmc,yukon denali,48171,,,ks,35.199,-97.4841
35988,2013,dodge,challenger srt8,40619,,,ks,35.199,-97.4841
29588,2017,chevrolet,camaro,30683,,,ks,35.199,-97.4841
15950,2013,ford,f-250 super duty,184003,pickup,white,ks,32.73603,-97.133644
0,2018,kia,sorento,94423,SUV,white,ks,36.72137,-95.93518
0,2020,infiniti,qx80,35505,SUV,,ks,36.74504,-95.93251
18298,2015,audi,a3,45104,,white,ks,37.710584,-97.209255
18198,2015,dodge,journey,51774,,silver,ks,37.710584,-97.209255
10995,2012,volkswagen,tiguan,91577,,,ks,37.663987,-97.472158
26588,2016,ford,f-250,135151,,,ks,35.199,-97.4841
6995,2014,ford,focus titanium hatchback 4d,127814,hatchback,silver,ks,37.7719,-97.3175
5995,2012,hyundai,elantra limited sedan 4d,131569,sedan,black,ks,37.7719,-97.3175
7995,2013,chevrolet,impala lt,103412,sedan,black,ks,37.7719,-97.3175
9999,2013,chevrolet,silverado 1500 lt,224954,truck,white,ks,37.7719,-97.3175
6995,2016,nissan,versa note sv hatchback,82051,hatchback,white,ks,37.7719,-97.3175
14995,2019,kia,forte fe,30633,sedan,silver,ks,37.7719,-97.3175
12680,2016,toyota,prius,126000,hatchback,black,ks,37.6936,-97.2825
5500,1973,chevrolet,nova,92000,hatchback,silver,ks,37.465888,-96.26492
19000,2015,bmw,528i xdrive,68000,sedan,white,ks,38.136,-97.4495
7000,1989,jeep,wrangler,178000,SUV,blue,ks,37.6985,-97.1179
10995,2014,chevrolet,cruze lt,94146,sedan,silver,la,29.970842,-90.082653
5000,2009,nissan,altima,152803,,,la,30.2916,-89.8129
25995,2015,ford,f-150 xlt,117602,pickup,grey,la,29.970842,-90.082653
12995,2012,lexus,is 250,114012,sedan,black,la,29.970842,-90.082653
10995,2014,kia,soul base,68533,SUV,silver,la,29.970842,-90.082653
10995,2016,kia,soul +,100503,SUV,blue,la,29.970842,-90.082653
10995,2010,infiniti,g37 sport,101350,sedan,silver,la,29.970842,-90.082653
12995,2013,hyundai,tucson limited,115580,SUV,,la,29.970842,-90.082653
9990,2014,hyundai,elantra gt,90255,hatchback,grey,la,29.970842,-90.082653
12995,2012,honda,pilot ex-l,133384,SUV,blue,la,29.970842,-90.082653
13995,2013,honda,cr-v ex-l,102002,SUV,black,la,29.970842,-90.082653
26500,2015,gmc,sierra 1500 sle,108094,pickup,silver,la,29.970842,-90.082653
12500,2018,dodge,grand caravan se,90368,mini-van,,la,29.970842,-90.082653
12995,2016,chevrolet,malibu limited ltz,83468,sedan,silver,la,29.970842,-90.082653
11995,2010,bmw,x3 xdrive30i,91034,SUV,silver,la,29.970842,-90.082653
30990,2017,dodge,charger,77040,sedan,,la,30.002045,-90.137921
17995,2016,nissan,frontier sv crew cab,106996,pickup,white,la,29.993717,-90.181751
0,2013,hyundai,elantra,107000,,,la,30.002784,-90.15501
9995,2014,chevrolet,equinox lt,162288,SUV,red,la,29.993717,-90.181751
10995,2016,ford,taurus se,133375,sedan,white,la,29.993717,-90.181751
4995,2008,chevrolet,impala ls,164802,sedan,white,la,29.993717,-90.181751
8995,2010,toyota,sienna xle,140825,mini-van,silver,la,29.993717,-90.181751
23595,2015,gmc,sierra 2500 hd,164086,other,grey,la,29.993717,-90.181751
6595,2006,ford,f250 super duty,220609,pickup,white,la,29.993717,-90.181751
6295,2008,mercury,grand marquis ls,119691,sedan,white,la,29.993717,-90.181751
24995,2017,jeep,grand cherokee overland rwd,65676,SUV,black,la,29.993717,-90.181751
11995,2013,chevrolet,silverado 1500,146213,pickup,white,la,29.993717,-90.181751
19995,2012,ford,f250 super duty,149062,pickup,silver,la,29.993717,-90.181751
21595,2014,lexus,is 250 f sport,36203,sedan,grey,la,29.993717,-90.181751
9995,2007,chevrolet,silverado 1500,167820,pickup,white,la,29.993717,-90.181751
9990,2008,jeep,grand cherokee,106000,SUV,,la,29.72214,-95.52718
14980,2017,mazda,mazda6,68719,other,red,la,30.002045,-90.137921
25900,2015,dodge,grand caravan se wheelcha,34358,van,,la,33.681077,-112.05849
0,2005,,cars-trucks-vans-suvs,1,truck,,la,30.337123,-89.999931
9880,2013,nissan,altima,76924,sedan,red,la,30.002045,-90.137921
4750,1998,nissan,frontier xe,227471,,,la,30.013718,-90.155289
8950,2008,chevrolet,avalanche lt,240709,,,la,30.013792,-90.155311
39950,2018,gmc,sierra 2500hd,109474,pickup,white,la,32.73603,-97.133644
5950,2013,kia,forte ex,123459,,,la,30.013588,-90.155697
30950,2018,chevrolet,2500hd,148000,pickup,white,la,32.73603,-97.133644
4800,2014,chrysler,200,124000,sedan,grey,la,29.994588,-90.233459
23950,2016,ford,e-series chassis,137886,van,white,la,32.73603,-97.133644
26800,2017,toyota,tacoma 4x4,57228,,grey,la,29.9168,-89.996
18990,2015,ford,mustang,98624,coupe,black,la,30.002045,-90.137921
12795,2016,nissan,pathfinder,135003,,black,la,29.9871,-90.1695
16495,2018,subaru,impreza,23266,other,blue,me,43.524562,-70.427884
29495,2017,subaru,wrx,37271,other,,me,43.524562,-70.427884
13990,2017,chevrolet,equinox ls awd,74000,,,me,42.921251,-70.8584
28800,2015,chevrolet,silverado 1500,139676,truck,white,me,44.138399,-70.225926
23800,1990,,BMY M923A2,6450,truck,green,me,47.1222,-68.323
21000,1987,ford,mustang gt convertible,36000,convertible,black,me,47.1222,-68.323
31900,2019,volkswagen,tiguan premium r-line,24838,SUV,white,me,44.205174,-69.791615
15800,2013,ford,econoline wagon,100589,van,white,me,44.138399,-70.225926
31250,2018,audi,q3 premium,18584,SUV,white,me,44.20525,-69.791293
27995,2018,bmw,330xi,36583,sedan,black,me,44.205217,-69.791164
109995,2004,,ROLLS ROYCE PHANTOM,26000,sedan,black,me,42.756205,-71.210258
39000,2015,gmc,sierra 1500,81000,truck,white,me,44.333161,-69.759407
12700,2020,honda,cr-v awd ex-l,12440,SUV,blue,me,44.3738,-68.2448
6695,2013,chevrolet,captiva,118700,SUV,silver,me,44.796945,-68.761035
5595,2013,ford,focus,107800,sedan,white,me,44.796945,-68.761035
11295,2009,ram,1500,131400,truck,silver,me,44.796945,-68.761035
13495,2011,gmc,sierra 1500,287000,truck,red,me,44.796945,-68.761035
10495,2015,chrysler,200,103600,sedan,blue,me,44.796945,-68.761035
7495,2011,kia,sorento,100100,SUV,silver,me,44.796945,-68.761035
3995,2008,ford,f-150,180000,truck,black,me,44.796945,-68.761035
6450,2009,subaru,legacy,113804,sedan,silver,me,43.036758,-71.414421
5150,2007,subaru,forester,103489,SUV,blue,me,43.036758,-71.414421
5850,2010,subaru,forester,127687,SUV,silver,me,43.036758,-71.414421
5750,2013,nissan,rogue,142772,SUV,silver,me,43.036758,-71.414421
2600,2007,chrysler,town and country,147000,mini-van,silver,md,39.3401,-76.4153
46990,2019,ram,2500 crew cab lone star,35704,pickup,white,md,39.3,-76.61
15990,2015,toyota,venza le wagon 4d,80708,wagon,white,md,39.3,-76.61
28990,2018,chevrolet,colorado crew cab work,21523,pickup,,md,39.3,-76.61
18990,2013,audi,a3 2.0 tdi premium plus,25007,wagon,black,md,39.3,-76.61
36590,2019,infiniti,q60 3.0t luxe coupe 2d,18605,coupe,blue,md,39.3,-76.61
20990,2013,chevrolet,silverado 1500 regular,29102,pickup,silver,md,39.3,-76.61
21990,2016,mazda,mx-5 miata club,41251,convertible,white,md,39.3,-76.61
38990,2019,volkswagen,atlas sel premium,28192,SUV,blue,md,39.3,-76.61
35990,2018,volkswagen,atlas sel premium,22546,other,white,md,39.3,-76.61
21590,2016,chevrolet,colorado crew cab lt,79614,pickup,red,md,39.3,-76.61
29590,2017,jaguar,xf 20d premium sedan 4d,15530,sedan,black,md,39.3,-76.61
23990,2017,ford,explorer,92034,SUV,black,ma,42.834977,-71.107791
32990,2018,audi,a6 3.0t premium plus sedan,41131,sedan,white,ma,42.11,-72.53
35990,2018,audi,a4 allroad premium plus,29157,wagon,black,ma,42.11,-72.53
25590,2017,infiniti,q70 3.7 sedan 4d,66632,sedan,blue,ma,42.11,-72.53
31590,2018,lincoln,mkx select sport utility,24000,other,black,ma,42.11,-72.53
22590,2017,infiniti,qx50 sport utility 4d,20961,hatchback,,ma,42.11,-72.53
23590,2018,mitsubishi,outlander phev gt,48933,other,white,ma,42.11,-72.53
32990,2018,audi,a4 allroad premium plus,57769,wagon,silver,ma,42.11,-72.53
30590,2017,audi,a6 3.0t premium plus sedan,24238,sedan,white,ma,42.11,-72.53
21590,2019,chrysler,300 touring l sedan 4d,43747,sedan,black,ma,42.11,-72.53
20990,2018,mitsubishi,outlander phev gt,36773,other,,ma,42.11,-72.53
35590,2020,lincoln,corsair sport utility 4d,1454,other,,ma,42.11,-72.53
21590,2018,chrysler,300 touring l sedan 4d,36023,sedan,silver,ma,42.11,-72.53
13800,2015,audi,q7 premium plus,144000,SUV,grey,ma,42.1027,-72.6157
10950,2017,nissan,sentra sv sedan 4d,46228,sedan,silver,ma,42.1251,-72.7495
25900,2017,bmw,x4,123096,wagon,blue,ma,42.777828,-73.74899
36900,2009,mercedes-benz,sl-class,29984,convertible,black,ma,42.777828,-73.74899
10499,2010,toyota,camry,41000,,,ma,42.0853,-72.5584
17999,2014,audi,a5 2.0t premium plus,32000,,,ma,42.0853,-72.5584
99,2019,kia,soul,52527,hatchback,,ma,42.7846,-71.2176
99,2018,kia,rio,45468,sedan,silver,ma,42.7846,-71.2176
1000,2017,toyota,camry,91780,sedan,grey,ma,42.145814,-72.490575
8999,2010,honda,cr-v lx,100225,SUV,blue,ma,42.6076,-72.4292
5499,2009,honda,civic,115162,sedan,black,ma,42.6076,-72.4292
6999,2007,,scion tc,69546,,red,ma,42.6076,-72.4292
15499,2014,chevrolet,express 3500,83000,,green,ma,42.463359,-73.252082
8999,2014,ford,focus se sedan,49531,,,ma,42.463359,-73.252082
9999,2013,honda,accord sport,154019,,,ma,42.4531,-73.2471
19799,2017,kia,sportage ex,37861,SUV,,ma,42.4531,-73.2471
99,2018,kia,sorento,42236,,custom,ma,42.7846,-71.2176
18800,2016,honda,crv ex-l,115350,SUV,,ma,42.4531,-73.2471
28995,2018,ram,1500 4x4,22481,pickup,grey,ma,42.716629,-71.420303
6950,2011,ford,fusion se,130000,sedan,grey,mi,42.234647,-85.786457
6250,2011,chevrolet,malibu ls,179000,sedan,,mi,42.235156,-85.786457
8775,2014,ford,focus se,59000,sedan,white,mi,42.234775,-85.786572
3000,2007,honda,accord,200000,sedan,blue,mi,42.5015,-85.2495
7999,2014,dodge,grand caravan,154191,mini-van,blue,mi,42.635111,-85.284441
35990,2020,dodge,challenger r/t coupe 2d,1548,coupe,black,mi,42.29,-85.22
6900,2010,ford,f150 xl,212000,truck,white,mi,42.334184,-85.155029
27990,2017,chevrolet,colorado extended cab,22120,pickup,,mi,42.29,-85.22
8995,2010,chevrolet,equinox,75441,,,mi,43.1824,-84.1122
6900,2001,chevrolet,silverado,178000,truck,white,mi,42.522205,-85.261717
32990,2016,jeep,wrangler rubicon sport,42344,other,silver,mi,42.29,-85.22
5495,2012,chevrolet,cruze,128934,,,mi,43.1824,-84.1122
16995,2012,ford,f-150,128584,,,mi,43.1824,-84.1122
5495,2011,buick,regal,160331,,,mi,43.1824,-84.1122
5995,2011,cadillac,srx,174980,,,mi,43.1824,-84.1122
37990,2016,toyota,tundra double cab sr,22870,pickup,black,mi,42.29,-85.22
19300,2017,ford,fusion se,13500,sedan,white,mi,42.266994,-84.99032
17000,2007,jeep,wrangler x,80800,,silver,mi,42.298585,-85.211163
22990,2012,toyota,tacoma access cab pickup,37725,pickup,white,mi,42.29,-85.22
28590,2010,chevrolet,camaro ss coupe 2d,16903,coupe,yellow,mi,42.29,-85.22
32990,2017,ram,1500 crew cab big horn,10193,pickup,,mi,42.29,-85.22
30990,2019,mazda,mx-5 miata grand touring,4936,other,black,mi,42.29,-85.22
9300,2012,chevrolet,malibu,59900,,,mi,42.298228,-85.199833
7850,2010,toyota,camry le,152000,sedan,blue,mi,42.234605,-85.787144
7997,2006,gmc,envoy denali,146000,SUV,white,mi,42.234605,-85.786572
8775,2014,ford,focus se,59000,sedan,white,mi,42.234775,-85.786572
7995,2012,chevrolet,cruze lt,109000,sedan,silver,mi,42.234436,-85.786972
26590,2020,honda,civic si coupe 2d,9954,coupe,silver,mi,42.29,-85.22
4995,2004,chevrolet,trailblazer,139915,,,mi,42.303,-85.1304
24990,2018,bmw,3 series 330i xdrive sedan,28946,sedan,white,mn,44.16,-93.99
39990,2018,ford,f150 supercrew cab xl,41886,pickup,blue,mn,44.16,-93.99
46347,2021,ford,explorer,10,SUV,black,mn,43.651759,-94.452864
4500,1999,ford,f-150,119849,truck,red,mn,44.77274,-93.50024
26990,2020,toyota,tacoma access cab sr5,8625,pickup,red,mn,44.16,-93.99
26990,2018,bmw,3 series 330i xdrive sedan,13088,sedan,,mn,44.16,-93.99
11989,2016,nissan,rogue,129697,,black,mn,44.164936,-93.955269
5800,2012,dodge,journey sxt,122000,,silver,mn,43.6537,-93.3707
9500,2013,buick,lacrosse,90880,sedan,grey,mn,43.651759,-94.452864
14590,2012,bmw,1 series 128i coupe 2d,80465,coupe,black,mn,44.16,-93.99
33990,2020,infiniti,qx50 luxe sport utility,19042,hatchback,brown,mn,44.16,-93.99
23590,2020,acura,ilx sedan 4d,2630,sedan,black,mn,44.16,-93.99
19990,2020,mitsubishi,outlander sport es,11103,hatchback,orange,mn,44.16,-93.99
51685,2021,ford,super duty f-250,10,truck,,mn,43.651759,-94.452864
2450,2005,chevrolet,cavalier,173580,coupe,red,mn,44.77274,-93.50024
23990,2015,cadillac,srx luxury collection,57304,SUV,,mn,44.16,-93.99
24999,2014,ram,pickup 1500,84650,pickup,red,mn,44.204103,-93.807105
10000,1961,ram,100,,pickup,,mn,44.204103,-93.807105
17999,2016,buick,enclave,91200,SUV,white,mn,44.204103,-93.807105
11750,2015,kia,optima,52500,sedan,white,mn,44.204103,-93.807105
23250,2010,ford,f-150,98937,truck,orange,mn,44.77274,-93.50024
17900,2016,chevrolet,equinox,60338,SUV,red,mn,43.651759,-94.452864
7750,2010,honda,accord,116138,sedan,black,mn,44.77274,-93.50024
15990,2018,volkswagen,jetta 1.4t s sedan 4d,42060,sedan,silver,mn,44.16,-93.99
41990,2019,toyota,4runner limited sport,36630,SUV,white,mn,44.16,-93.99
43990,2019,ram,1500 crew cab big horn,17352,pickup,black,mn,44.16,-93.99
16500,2015,ford,edge,104676,SUV,,mn,43.651759,-94.452864
10000,2002,chevrolet,silverado 2500hd,157364,truck,brown,mn,44.77274,-93.50024
14595,2015,kia,optima,96352,sedan,white,ms,30.518142,-89.671095
24500,2014,toyota,tacoma,25166,truck,black,ms,30.3826,-89.0976
18000,2011,ford,f-150,130000,truck,white,ms,30.3752,-89.1244
98750,2020,chevrolet,corvette,1300,coupe,black,ms,27.907158,-82.787506
31988,2006,,INTERNATIONAL 4300 BUCKET TRUCK,179739,truck,white,ms,26.0218,-80.1891
20000,2002,chevrolet,camaro,128000,coupe,blue,ms,29.8598,-90.1105
6500,2007,toyota,camry,144000,,,ms,30.4035,-88.8971
12500,2011,bmw,x3,108600,SUV,red,ms,30.381931,-89.380474
14950,2016,toyota,sienna le,118000,van,custom,ms,30.6311,-88.1588
11995,2017,hyundai,elantra,96385,sedan,black,ms,30.518142,-89.671095
6995,2013,honda,odyssey,176795,,silver,ms,29.981,-90.2488
3995,2006,toyota,camry solara,144785,,blue,ms,29.981,-90.2488
15995,2008,toyota,tacoma,164366,,,ms,29.981,-90.2488
5995,2003,ford,ranger,148165,,red,ms,29.981,-90.2488
0,2014,ram,,0,other,white,ms,,
13000,2019,toyota,yaris,21000,,white,ms,30.441985,-88.777599
7000,1978,,mgb convertible,70000,convertible,white,ms,30.3989,-89.2843
4000,2008,ford,f-150 lariat,187000,,white,ms,30.385125,-88.984541
42000,2010,mercedes-benz,benz s65 amg,44000,sedan,black,ms,31.3098,-89.3775
5500,2003,toyota,tacoma,279000,,,ms,31.545517,-89.797365
3500,2006,ford,f150 4x4,200000,truck,brown,ms,31.4738,-89.0396
4500,2006,chevrolet,impala,248000,sedan,white,ms,31.3472,-89.2222
4800,2007,toyota,,201000,,,ms,31.3472,-89.2222
0,2010,ford,f150,100000,truck,,ms,30.322,-89.9297
4500,2009,chevrolet,impala ls,136000,sedan,red,ms,31.36,-89.5777
3000,1991,gmc,truck sle sierra,146000,truck,,ms,31.77627,-89.688247
600,2015,,Junk car,1234567,,,mo,36.669,-93.2481
9495,2006,chevrolet,silverado 1500,209000,pickup,,mo,37.131,-93.0964
1000,2006,cadillac,sts,215000,sedan,brown,mo,37.1668,-93.3085
7995,2010,honda,accord,131343,sedan,silver,mo,37.2593,-93.2912
13995,2015,nissan,altima,85137,sedan,silver,mo,37.2593,-93.2912
10000,1970,ford,torino cobra,100000,other,red,mo,37.1654,-93.2522
24995,2014,ram,1500 4x4,187000,truck,black,mo,37.1852,-93.2057
9000,2014,mazda,cx-5,194000,SUV,black,mo,37.2962,-93.4259
16495,2017,honda,accord,25477,sedan,blue,mo,37.2593,-93.2912
10500,2015,chevrolet,cruze,93273,sedan,green,mo,37.2593,-93.2912
7000,2008,gmc,acadia,199850,SUV,black,mo,37.322222,-92.951889
9990,2009,nissan,xterra,130542,SUV,white,mo,37.120906,-93.19406
14990,1999,ram,2500,198561,truck,white,mo,37.120804,-93.193846
11990,2013,chrysler,town and country,132000,,custom,mo,39.7893,-94.8043
25590,2018,nissan,frontier crew cab sv,42932,pickup,white,mo,39.76,-94.85
39590,2019,chevrolet,silverado 1500 ld,23488,pickup,black,mo,39.76,-94.85
0,2014,jeep,wrangler,93246,SUV,black,mo,39.75466,-94.80377
15990,2007,chevrolet,avalanche 1500,109000,,custom,mo,39.7893,-94.8043
29990,2016,chevrolet,colorado extended cab,17302,pickup,red,mo,39.76,-94.85
27990,2014,toyota,tacoma access cab pickup,17805,pickup,red,mo,39.76,-94.85
9995,2012,nissan,armada,176000,SUV,white,mo,40.044023,-94.526634
0,2011,toyota,venza,97909,wagon,black,mo,39.75466,-94.80377
7000,2007,chevrolet,,291362,truck,,mo,39.7551,-94.8173
39590,2020,ford,mustang gt premium coupe 2d,1419,coupe,white,mo,39.76,-94.85
9998,2010,subaru,outback,154817,wagon,,mt,47.696062,-116.781406
49998,2017,chevrolet,silverado,40659,truck,,mt,47.7989,-116.7423
46998,2019,ram,1500,40120,truck,,mt,47.7989,-116.7423
9000,1986,pontiac,fiero,49000,,,mt,46.9776,-114.0619
42998,2018,chevrolet,silverado,34478,truck,,mt,47.696062,-116.781406
37998,2017,ram,1500,73858,truck,,mt,47.7989,-116.7423
41998,2019,ram,1500,27331,truck,,mt,47.696062,-116.781406
21995,2002,ford,lighting,65000,,,mt,46.8563,-114.0252
42998,2016,ram,1500,44954,truck,,mt,47.7989,-116.7423
28998,2019,volkswagen,tiguan,27506,SUV,,mt,47.696062,-116.781406
44998,2018,chevrolet,silverado,69009,truck,,mt,47.7989,-116.7423
41999,2018,,2018,34000,,,mt,48.1783,-111.9397
37998,2016,cadillac,ct6 luxury,23230,sedan,,mt,47.696062,-116.781406
12990,2016,kia,soul ev,13417,wagon,brown,mt,46.9776,-114.0619
10290,2013,kia,optima,72651,sedan,custom,mt,46.9776,-114.0619
9990,2012,toyota,prius v,173180,hatchback,grey,mt,46.9776,-114.0619
5490,2007,pontiac,torrent,151259,SUV,black,mt,46.9776,-114.0619
18990,2013,gmc,sierra 1500,124300,truck,grey,mt,46.9776,-114.0619
5490,2001,hyundai,xg300,69600,sedan,silver,mt,46.9776,-114.0619
22990,2014,jeep,wrangler,122774,SUV,red,mt,46.9776,-114.0619
11790,2006,rover,,96844,wagon,black,mt,46.9776,-114.0619
9990,2011,hyundai,veracruz,117846,SUV,blue,mt,46.9776,-114.0619
12990,2013,jeep,grand cherokee,151185,SUV,silver,mt,46.9776,-114.0619
6990,2005,chrysler,300,85300,sedan,black,mt,46.9776,-114.0619
8490,2001,ford,f-150,170010,truck,custom,mt,46.9776,-114.0619
6990,2004,volkswagen,gti,154708,hatchback,silver,mt,46.9776,-114.0619
34906,2013,ford,f250 super duty platinum,206313,,,nc,36.2245,-79.8901
49979,2018,ram,2500 tradesman,23493,,,nc,36.2245,-79.8901
38963,2015,ford,f250 super duty xlt,141942,,,nc,36.2245,-79.8901
29968,2014,gmc,sierra 1500 slt,97561,,,nc,36.2245,-79.8901
40952,2015,gmc,sierra 2500 slt,167337,,,nc,36.2245,-79.8901
57993,2019,ford,f250 super duty lariat,112446,,,nc,36.2245,-79.8901
37897,2018,ford,f250 super duty xlt,84974,,,nc,36.2245,-79.8901
17893,2004,ford,f350 super duty lariat,196730,,,nc,36.2245,-79.8901
51902,2016,ford,f350 super duty lariat,99575,,,nc,36.2245,-79.8901
46969,2012,gmc,sierra 3500 denali,69412,,,nc,36.2245,-79.8901
47893,2017,ram,3500 slt,104974,,,nc,36.2245,-79.8901
44952,2015,ram,3500 tradesman,153445,,,nc,36.2245,-79.8901
36858,2015,gmc,sierra 1500 slt,88601,,,nc,36.2245,-79.8901
51721,2017,chevrolet,silverado 2500 ltz,126867,,,nc,36.2245,-79.8901
40926,2015,ram,2500 tradesman,83949,,,nc,36.2245,-79.8901
47955,2015,chevrolet,silverado 3500 high ct,153387,,,nc,36.2245,-79.8901
48937,2014,ram,2500 laramie,157541,,,nc,36.2245,-79.8901
38886,2015,ram,3500 laramie,167092,,,nc,36.2245,-79.8901
44867,2016,ford,f350 super duty lariat,133600,,,nc,36.2245,-79.8901
41805,2014,ram,2500 slt,107440,,,nc,36.2245,-79.8901
38991,2015,ram,2500 slt,102109,,,nc,36.2245,-79.8901
41805,2014,ram,2500 slt,107440,,,nc,36.2245,-79.8901
38991,2015,ram,2500 slt,102109,,,nc,36.2245,-79.8901
48992,2014,ford,f450 super duty king ranch,167092,,,nc,36.2245,-79.8901
26909,2011,jeep,wrangler unlimited sahara,97584,,,nc,36.2245,-79.8901
39921,2016,ram,2500 slt,137326,,,nc,36.2245,-79.8901
17895,2014,ram,promaster,215000,,,ne,40.828117,-96.694254
21895,2013,lexus,gs 350 awd,94000,,,ne,40.828117,-96.694254
19650,2015,toyota,rav4 xle awd,58993,SUV,silver,ne,41.438988,-97.347957
26850,2016,ford,f150 super cab xlt,116497,pickup,grey,ne,41.43875,-97.350223
34500,2007,,International 4300,97000,,,ne,39.843445,-104.947586
16995,2015,ford,expedition,111610,,,ne,40.851,-96.711
32950,2015,,Freightliner Cascadia Daycab,602000,,,ne,38.8918,-94.1615
29900,2020,,CHEV. SILVERADO 1500  CREW  4X4,88000,SUV,white,ne,41.447333,-97.058414
25895,2015,chevrolet,tahoe lt 4wd,154000,,,ne,40.828117,-96.694254
35000,2015,,Mustang GT,1600,,,ne,40.7848,-96.6431
15895,2011,chevrolet,silverado ext cab,138000,,,ne,40.828117,-96.694254
12999,2013,nissan,xterra,23055,SUV,grey,ne,40.835948,-96.728619
